20,0.1,-0.498756


0.1,0.180548
0.2,0.326787
0.3,0.443607
0.4,0.535279
0.5,0.605526
0.6,0.657592
0.7,0.694298
0.8,0.718093
0.9,0.731098
1,0.73515
1.1,0.731831
1.2,0.722507
1.3,0.708348
1.4,0.690358
1.5,0.669391
1.6,0.646177
1.7,0.621331
1.8,0.595373
1.9,0.568739
2,0.541791
2.1,0.51483
2.2,0.488101
2.3,0.461804
2.4,0.436097
2.5,0.411107
2.6,0.386929
2.7,0.363634
2.8,0.341272
2.9,0.319877
3,0.299467
3.1,0.280048
3.2,0.261615
3.3,0.244157
3.4,0.227655
3.5,0.212085
3.6,0.197418
3.7,0.183623
3.8,0.170668
3.9,0.158517
4,0.147134
4.1,0.136484
4.2,0.126529
4.3,0.117233
4.4,0.108562
4.5,0.10048
4.6,0.0929539
4.7,0.0859509
4.8,0.0794394
4.9,0.0733895
5,0.067772
5.1,0.0625595
5.2,0.0577256
5.3,0.0532456
5.4,0.0490958
5.5,0.0452539
5.6,0.0416988
5.7,0.0384108
5.8,0.0353711
5.9,0.0325623
6,0.029968
6.1,0.0275727
6.2,0.025362
6.3,0.0233225
6.4,0.0214416
6.5,0.0197076
6.6,0.0181095
6.7,0.0166372
6.8,0.0152812
6.9,0.0140326
7,0.0128834
7.1,0.0118259
7.2,0.010853
7.3,0.00995825
7.4,0.00913555
7.5,0.00837928
7.6,0.00768425
7.7,0.00704565
7.8,0.00645904
7.9,0.00592029
8,0.00542561
8.1,0.00497148
8.2,0.00455468
8.3,0.00417219
8.4,0.00382127
8.5,0.00349937
8.6,0.00320415
8.7,0.00293343
8.8,0.00268523
8.9,0.00245772
9,0.00224919
9.1,0.00205811
9.2,0.00188303
9.3,0.00172264
9.4,0.00157573
9.5,0.00144119
9.6,0.00131799
9.7,0.00120519
9.8,0.00110192
9.9,0.0010074
10,0.000920897
10.1,0.000841734
10.2,0.000769301
10.3,0.000703033
10.4,0.000642413
10.5,0.000586965
10.6,0.000536256
10.7,0.000489885
10.8,0.000447483
10.9,0.000408716
11,0.000373276
11.1,0.000340881
11.2,0.000311272
11.3,0.000284212
11.4,0.000259485
11.5,0.000236891
11.6,0.000216247
11.7,0.000197388
11.8,0.00018016
11.9,0.000164424
12,0.000150052
12.1,0.000136927
12.2,0.000124942
12.3,0.000113998
12.4,0.000104005
12.5,9.4882e-05
12.6,8.65541e-05
12.7,7.89521e-05
12.8,7.20129e-05
12.9,6.56799e-05
13,5.99002e-05
13.1,5.46255e-05
13.2,4.9812e-05
13.3,4.5421e-05
13.4,4.14147e-05
13.5,3.77595e-05
13.6,3.44251e-05
13.7,3.13839e-05
13.8,2.86097e-05
13.9,2.60788e-05
14,2.37712e-05
14.1,2.16664e-05
14.2,1.97469e-05
14.3,1.7996e-05
14.4,1.64003e-05
14.5,1.49449e-05
14.6,1.36182e-05
14.7,1.24086e-05
14.8,1.1306e-05
14.9,1.03005e-05
15,9.38393e-06
15.1,8.54891e-06
15.2,7.78788e-06
15.3,7.09446e-06
15.4,6.4626e-06
15.5,5.88686e-06
15.6,5.36155e-06
15.7,4.88261e-06
15.8,4.44623e-06
15.9,4.04908e-06
16,3.68692e-06
16.1,3.35697e-06
16.2,3.05627e-06
16.3,2.78258e-06
16.4,2.53238e-06
16.5,2.30478e-06
16.6,2.09769e-06
16.7,1.90982e-06
16.8,1.73787e-06
16.9,1.58129e-06
17,1.43855e-06
17.1,1.30863e-06
17.2,1.18973e-06
17.3,1.08164e-06
17.4,9.84055e-07
17.5,8.94855e-07
17.6,8.12765e-07
17.7,7.37429e-07
17.8,6.69616e-07
17.9,6.07116e-07
18,5.50057e-07
18.1,4.98199e-07
18.2,4.51829e-07
18.3,4.08432e-07
18.4,3.68234e-07
18.5,3.31424e-07
18.6,2.9771e-07
18.7,2.66198e-07
18.8,2.37353e-07
18.9,2.11344e-07
19,1.87048e-07
19.1,1.63989e-07
19.2,1.42231e-07
19.3,1.21825e-07
19.4,1.02427e-07
19.5,8.41274e-08
19.6,6.66473e-08
19.7,4.96526e-08
19.8,3.3051e-08
19.9,1.65692e-08


0.1,0.0639788
0.2,0.115322
0.3,0.15542
0.4,0.185546
0.5,0.206858
0.6,0.220412
0.7,0.22717
0.8,0.228005
0.9,0.223709
1,0.215001
1.1,0.20253
1.2,0.186883
1.3,0.168587
1.4,0.14812
1.5,0.125906
1.6,0.102328
1.7,0.0777265
1.8,0.0524048
1.9,0.0266317
2,0.000644857
2.1,-0.0253468
2.2,-0.0511605
2.3,-0.0766368
2.4,-0.101638
2.5,-0.126046
2.6,-0.149761
2.7,-0.172698
2.8,-0.194787
2.9,-0.215972
3,-0.236206
3.1,-0.255456
3.2,-0.273696
3.3,-0.290909
3.4,-0.307086
3.5,-0.322223
3.6,-0.336325
3.7,-0.349397
3.8,-0.361455
3.9,-0.372512
4,-0.38259
4.1,-0.391711
4.2,-0.3999
4.3,-0.407183
4.4,-0.41359
4.5,-0.41915
4.6,-0.423894
4.7,-0.427854
4.8,-0.431062
4.9,-0.433552
5,-0.435354
5.1,-0.436503
5.2,-0.43703
5.3,-0.436969
5.4,-0.43635
5.5,-0.435205
5.6,-0.433565
5.7,-0.431459
5.8,-0.428917
5.9,-0.425968
6,-0.422639
6.1,-0.418957
6.2,-0.414948
6.3,-0.410637
6.4,-0.406049
6.5,-0.401205
6.6,-0.39613
6.7,-0.390844
6.8,-0.385367
6.9,-0.37972
7,-0.373921
7.1,-0.367988
7.2,-0.361937
