0, 1
0.125, 1.00125
0.262764, 1.00261
0.409182, 1.00399
0.561309, 1.00534
0.717139, 1.00659
0.875351, 1.0077
1.03509, 1.00862
1.1958, 1.00933
1.35714, 1.00979
1.51888, 1.01
1.68087, 1.00994
1.843, 1.00962
2.00523, 1.00905
2.16749, 1.00823
2.32975, 1.0072
2.49199, 1.00597
2.65419, 1.00459
2.81634, 1.00309
2.97841, 1.00151
3.14041, 0.999882
3.30231, 0.998262
3.46413, 0.996689
3.62586, 0.995203
3.7875, 0.993844
3.94905, 0.992647
4.11052, 0.991644
4.27191, 0.99086
4.43323, 0.990316
4.5945, 0.990026
4.75572, 0.989996
4.91691, 0.990228
5.07809, 0.990716
5.23926, 0.991446
5.40043, 0.9924
5.56163, 0.993554
5.72286, 0.994876
5.88414, 0.996333
6.04547, 0.997887
6.20686, 0.999497
6.36832, 1.00112
6.52985, 1.00272
6.69145, 1.00424
6.85313, 1.00566
7.01488, 1.00692
7.17669, 1.00801
7.33857, 1.00888
7.50049, 1.00952
7.66246, 1.00991
7.82446, 1.01004
7.98647, 1.0099
8.14849, 1.0095
8.3105, 1.00885
8.47249, 1.00797
8.63445, 1.00687
8.79635, 1.0056
8.9582, 1.00417
9.11998, 1.00264
9.28169, 1.00104
9.44331, 0.999411
9.60484, 0.997798
9.76628, 0.996244
9.92762, 0.994788
10.0889, 0.99347
10.25, 0.992323
10.4111, 0.991377
10.5722, 0.990656
10.7331, 0.99018
10.894, 0.989959
11.0549, 0.989999
11.2157, 0.990301
11.3765, 0.990854
11.5373, 0.991646
11.6981, 0.992655
11.859, 0.993856
12.0199, 0.995218
12.1808, 0.996704
12.3418, 0.998278
12.5029, 0.999897
12.664, 1.00152
12.8252, 1.0031
12.9864, 1.00461
13.1478, 1.00599
13.3092, 1.00722
13.4707, 1.00826
13.6322, 1.00908
13.7938, 1.00967
13.9554, 1.01
14.1171, 1.01007
14.2787, 1.00987
14.4404, 1.00941
14.602, 1.00871
14.7637, 1.00777
14.9253, 1.00664
15.0868, 1.00533
15.2483, 1.00387
15.4097, 1.00232
15.571, 1.00071
15.7323, 0.999078
15.8935, 0.997472
16.0545, 0.995933
16.2155, 0.9945
16.3764, 0.993212
16.5372, 0.9921
16.6979, 0.991194
16.8586, 0.990517
17.0191, 0.990087
17.1797, 0.989914
17.3402, 0.990002
17.5007, 0.990349
17.6611, 0.990947
17.8216, 0.991779
17.9821, 0.992825
18.1426, 0.994057
18.3031, 0.995443
18.4637, 0.996949
18.6243, 0.998534
18.7851, 1.00016
18.9458, 1.00178
19.1067, 1.00336
19.2676, 1.00485
19.4286, 1.00621
19.5897, 1.00741
19.7508, 1.00842
19.912, 1.00921
20.0733, 1.00976
20.2345, 1.01006
20.3958, 1.01009
20.5572, 1.00985
20.7185, 1.00936
20.8798, 1.00863
21.041, 1.00766
21.2023, 1.0065
21.3635, 1.00517
21.5246, 1.0037
21.6856, 1.00214
21.8466, 1.00052
22.0075, 0.998885
22.1683, 0.997283
22.329, 0.995752
22.4896, 0.994332
22.6502, 0.99306
22.8106, 0.991968
22.971, 0.991084
23.1313, 0.990431
23.2915, 0.990026
23.4517, 0.989878
23.6118, 0.989991
23.7719, 0.990363
23.9321, 0.990984
24.0922, 0.991837
24.2523, 0.992901
24.4125, 0.994149
24.5727, 0.995548
24.7329, 0.997063
24.8932, 0.998655
25, 0.999735


0, -0.2
0.115754, -0.19866
0.226105, -0.194896
0.33291, -0.188985
0.437273, -0.181121
0.539866, -0.171462
0.641109, -0.160156
0.741271, -0.147351
0.840535, -0.133198
0.939028, -0.117854
1.03685, -0.10148
1.13409, -0.0842388
1.23082, -0.0662955
1.32711, -0.0478151
1.42304, -0.0289618
1.51868, -0.00989839
1.61412, 0.00921409
1.70942, 0.0282167
1.80467, 0.0469525
1.89995, 0.0652665
1.99533, 0.0830059
2.09088, 0.10002
2.18669, 0.11616
2.28281, 0.131279
2.37932, 0.145236
2.47626, 0.157892
2.57369, 0.169113
2.67166, 0.178774
2.77021, 0.186756
2.86936, 0.192953
2.96914, 0.19727
3.06958, 0.199627
3.17067, 0.199961
3.27243, 0.198227
3.37486, 0.194404
3.47794, 0.188492
3.58167, 0.180516
3.68601, 0.170527
3.79096, 0.158603
3.89646, 0.144849
4.0025, 0.129397
4.10902, 0.112403
